employee_id,first_name,last_name,gender,aadhaar_id,pan_id,state,city,region,hiredate,department,job_title,education_level,salary,performance_rating,overtime,company_name,birthdate,termdate
00-58123403,Gaurika,Bal,Male,129980429456,ERZZN1641J,Gujarat,Vadodara,West,2023-01-18,IT,IT Support Specialist,Bachelor,145970,Satisfactory,No,HDFC Bank,1984-09-09,
00-50113790,Dominic,Prashad,Female,683446112789,IMZOV3587E,Maharashtra,Mumbai,West,2023-07-12,Customer Service,Support Executive,High School,94143,Good,Yes,Flipkart,1994-07-05,
00-17316637,Arya,Buch,Female,700347464929,QGBZL8550W,Uttar Pradesh,Lucknow,North,2020-04-16,Customer Service,Support Specialist,Bachelor,69924,Good,No,HCL Technologies,1982-03-05,
00-33735894,Elijah,Nagy,Male,259759033024,EOBQO7125P,Maharashtra,Nagpur,West,2016-01-20,Operations,Operations Analyst,Bachelor,81488,Good,No,Zomato,1993-09-28,
00-23894686,Nikita,Goel,Female,956064667318,NPWKX8021L,Karnataka,Bengaluru,South,2015-11-11,Sales,Business Development Executive,Master,92467,Good,Yes,HDFC Bank,1999-01-24,
00-29033040,Rohan,Savant,Male,519086565743,GOAPC1259M,West Bengal,Howrah,East,2023-08-22,Operations,Logistics Coordinator,Bachelor,103053,Satisfactory,Yes,TCS,1973-12-14,
00-18415212,Maanas,Bedi,Female,571070542303,USLVU2149H,Karnataka,Bengaluru,South,2023-09-23,Operations,Operations Analyst,Master,136157,Satisfactory,No,Paytm,1995-09-04,
00-22661531,Thomas,Mammen,Male,815371487427,AJITR3340H,Delhi,Rohini,North,2023-04-09,Sales,Business Development Executive,Bachelor,77011,Satisfactory,No,HCL Technologies,1978-02-28,
00-93670970,Warhi,Sastry,Female,749331661741,WHRDK7012H,Tamil Nadu,Chennai,South,2020-06-10,Operations,Inventory Specialist,High School,74934,Good,No,L&T,1980-06-16,
00-68019877,Baghyawati,Raman,Female,891809193351,WNMDX5075B,West Bengal,Asansol,East,2017-03-01,IT,System Administrator,Bachelor,67746,Good,No,Reliance,1977-01-24,
00-39450253,Saumya,Dey,Male,886206612681,UYFYS2661G,Maharashtra,Pune,West,2024-09-21,Sales,Business Development Executive,Bachelor,79728,Good,No,Reliance,1979-02-13,
00-96250764,Nisha,De,Female,137547685901,HOJEL1962N,Maharashtra,Pune,West,2023-08-06,Sales,Sales Representative,Bachelor,102133,Excellent,No,Flipkart,1996-01-13,
00-76794788,Hemangini,Bahl,Male,320614131642,EVVVB1022Y,Karnataka,Mangaluru,South,2020-07-21,Customer Service,Support Executive,High School,108952,Excellent,Yes,Paytm,2001-10-15,
00-10274552,George,Swamy,Male,485838983334,COLAH3893D,Tamil Nadu,Coimbatore,South,2020-09-21,Customer Service,Help Desk Technician,Bachelor,126942,Good,Yes,Tech Mahindra,1984-06-11,
00-41366696,Urvi,Rajagopalan,Male,830414692992,GSAKM9118I,Maharashtra,Pune,West,2016-12-02,Customer Service,Support Specialist,High School,59513,Good,Yes,Zomato,1996-01-10,
00-84122338,Naveen,Bhavsar,Male,494251743204,MFJIF5916P,Karnataka,Bengaluru,South,2019-10-07,Customer Service,Help Desk Technician,Bachelor,63251,Satisfactory,No,Ola Cabs,2002-04-04,
00-58292651,Adya,Bajaj,Male,789667249806,TFGPS8430E,Karnataka,Mysuru,South,2016-05-25,Customer Service,Support Specialist,High School,103170,Good,No,TCS,1998-12-01,
00-31660067,Adya,Bhavsar,Male,809887034483,MZDQY9660X,Maharashtra,Nagpur,West,2023-12-20,IT,Software Engineer,Master,124639,Good,No,Wipro,1982-12-16,
00-69418839,Rushil,Jain,Female,436114799459,IZPAH7504V,Delhi,Dwarka,North,2022-06-15,Finance,Financial Analyst,PhD,70426,Needs Improvement,No,Infosys,1995-11-28,
00-24633851,Gaurav,Deo,Male,707344312115,UWWLF9865C,Gujarat,Ahmedabad,West,2017-12-14,IT,IT Support Specialist,Bachelor,91149,Good,No,ICICI Bank,1982-04-02,
00-85484122,Dipta,Parmar,Female,163607773482,RZQKR8036V,Maharashtra,Nagpur,West,2022-09-18,Operations,Logistics Coordinator,Bachelor,115032,Good,No,Reliance,1968-10-11,
00-45089705,Onveer,Jain,Male,585778263531,XDHWL6406L,Delhi,Dwarka,North,2015-05-06,Customer Service,Support Executive,Bachelor,142159,Good,No,BYJU'S,1976-05-07,
00-76371750,Nandini,Chopra,Female,959738683454,NLEED4026B,Telangana,Warangal,South,2017-06-20,Marketing,Content Creator,High School,122710,Good,No,Infosys,1993-08-22,
00-20871799,Fariq,Shetty,Male,353530354579,ZTPRZ2154E,Tamil Nadu,Coimbatore,South,2022-01-04,Customer Service,Support Specialist,High School,76621,Needs Improvement,No,Ola Cabs,1984-07-06,
00-27952097,Nitesh,Chaudry,Male,508608492515,NPAJX1585D,Telangana,Nizamabad,South,2019-01-29,Operations,Logistics Coordinator,Bachelor,111192,Satisfactory,No,HDFC Bank,1988-09-26,
00-34433386,Nihal,Acharya,Female,182756813519,UKGMN8741V,Tamil Nadu,Chennai,South,2023-05-19,Sales,Sales Representative,Bachelor,109023,Satisfactory,No,Tech Mahindra,2003-01-07,
00-10234392,Theodore,Sami,Male,896419208514,TXUYC8097X,Tamil Nadu,Madurai,South,2020-03-27,Sales,Sales Specialist,PhD,63808,Good,Yes,HDFC Bank,1983-08-06,
00-56636431,Yochana,Nadkarni,Female,101787227289,XOXWT8686P,Maharashtra,Nagpur,West,2022-02-18,Sales,Sales Specialist,Bachelor,65492,Good,No,Reliance,1969-10-19,
00-71105348,Warhi,Pai,Female,592027323923,PYKGR7516C,Telangana,Hyderabad,South,2017-05-17,Operations,Inventory Specialist,Bachelor,73963,Good,No,Reliance,1974-04-01,
00-31771015,Ranveer,Kamdar,Female,916478604553,ZGEFG7554T,Telangana,Nizamabad,South,2020-06-12,IT,System Administrator,Bachelor,62010,Good,Yes,Tech Mahindra,1996-11-28,
00-50518614,Chaman,Mohanty,Male,933908877314,DUHBX2826A,Maharashtra,Nagpur,West,2018-04-07,Finance,Financial Analyst,Master,91002,Excellent,No,Tech Mahindra,1965-10-18,
00-73777185,Chandran,Ganguly,Male,255994383859,ZZXOB8343A,Karnataka,Mysuru,South,2022-11-11,Marketing,Content Creator,Bachelor,126259,Satisfactory,Yes,Flipkart,1983-10-13,
00-35934226,Ekantika,Batta,Male,979850211090,OOGDX3200W,Uttar Pradesh,Kanpur,North,2018-02-21,Finance,Financial Analyst,Bachelor,65162,Good,No,Infosys,1970-03-26,
00-61516422,Meghana,Menon,Female,463252809498,DMHRM9410P,Tamil Nadu,Coimbatore,South,2015-07-05,Operations,Logistics Coordinator,Bachelor,99312,Satisfactory,No,L&T,1973-12-01,
00-73074852,Girindra,Sankar,Female,368487148703,HNOUD2102W,Tamil Nadu,Madurai,South,2019-04-11,IT,System Administrator,Master,100637,Good,No,TCS,2000-10-12,
00-40752298,Chatresh,Khalsa,Male,988999047337,LXGZL8493B,Gujarat,Surat,West,2018-06-14,Sales,Sales Specialist,Bachelor,93012,Good,Yes,Tech Mahindra,2001-07-14,
00-22325261,Zashil,Chaudry,Female,195256902448,KSBST3881C,Telangana,Warangal,South,2022-05-26,Sales,Business Development Executive,PhD,103058,Good,No,Paytm,1993-12-20,
00-77524618,Hritik,Dhar,Female,957324278691,RJEKI7188H,Delhi,Dwarka,North,2016-11-26,Operations,Logistics Coordinator,Bachelor,111620,Good,Yes,HDFC Bank,1999-01-23,
00-69880722,Xalak,Varghese,Male,293165370930,NXJQQ6394B,West Bengal,Kolkata,East,2017-03-03,Operations,Inventory Specialist,High School,72413,Satisfactory,No,TCS,1995-04-09,
00-56094527,Rachit,Borde,Female,565149898502,THWPW1321Q,Gujarat,Vadodara,West,2022-01-06,Sales,Business Development Executive,Bachelor,117729,Good,No,L&T,1967-04-09,
00-17619883,Neel,Chanda,Male,702193134573,WJMAA2965L,Tamil Nadu,Madurai,South,2017-11-16,Operations,Logistics Coordinator,Bachelor,136511,Excellent,No,Flipkart,2000-04-07,
00-76870909,Qabil,Chaudry,Male,745662868004,YASZK2275C,Tamil Nadu,Madurai,South,2023-08-17,Sales,Sales Representative,Bachelor,116664,Good,No,HCL Technologies,1977-02-07,
00-21499428,Advika,Venkataraman,Female,388753622997,LKLNG5619N,Karnataka,Bengaluru,South,2023-12-05,Customer Service,Support Executive,High School,105342,Satisfactory,No,Ola Cabs,1988-12-09,
00-17022048,Oni,Garg,Female,713971211642,OCCGM9558U,Uttar Pradesh,Noida,North,2017-07-28,Customer Service,Support Executive,High School,81500,Good,Yes,Wipro,1977-09-29,
00-68219464,Harini,Swamy,Male,251406498481,LHHWZ8776O,Telangana,Nizamabad,South,2021-10-13,Sales,Sales Representative,Bachelor,100255,Good,No,Tech Mahindra,1968-02-06,
00-78014559,Raksha,Kaur,Female,111270294427,LBLWG6533X,Maharashtra,Mumbai,West,2017-10-03,Finance,Accounts Executive,Bachelor,71826,Good,No,Zomato,1987-02-26,
00-14843633,Vincent,Zacharia,Male,482599519722,MHDKC3529G,Gujarat,Ahmedabad,West,2017-03-30,Customer Service,Support Specialist,Bachelor,102011,Good,Yes,Reliance,1994-01-09,
00-45874854,Ishwar,Varma,Female,282060907486,TQVZR4603B,Tamil Nadu,Madurai,South,2018-03-06,Customer Service,Help Desk Technician,High School,113461,Excellent,Yes,Ola Cabs,1968-03-10,
00-93233173,Eiravati,Rege,Female,184578904074,SAKRT5487M,Maharashtra,Pune,West,2015-01-11,Operations,Inventory Specialist,Bachelor,67281,Excellent,No,Reliance,1987-01-20,
00-14999065,Veer,Sengupta,Male,248938383249,YUFKZ9663K,Delhi,New Delhi,North,2023-12-16,IT,Software Engineer,Bachelor,111340,Good,Yes,HCL Technologies,1972-12-12,
00-61936381,Arin,Tailor,Female,892028532581,EOHAB0070P,Tamil Nadu,Madurai,South,2024-10-13,IT,Software Engineer,Master,126089,Good,No,Infosys,2001-05-11,
00-91018545,Priya,Rau,Male,927850879782,UVMCA0766G,Gujarat,Surat,West,2021-09-05,Operations,Inventory Specialist,Bachelor,70732,Satisfactory,No,Reliance,2004-10-11,
00-83252813,Jagat,Setty,Female,875874112304,MVLOY4662F,Maharashtra,Mumbai,West,2015-06-24,Operations,Logistics Coordinator,Bachelor,122050,Excellent,No,BYJU'S,1971-01-26,
00-56771502,Darsh,Rau,Female,782830415172,GNNEM2178A,West Bengal,Kolkata,East,2023-11-10,Customer Service,Help Desk Technician,Bachelor,60059,Satisfactory,Yes,L&T,1970-10-25,
00-61755071,Watika,Keer,Male,621551802956,ZYDEG0409Q,Delhi,Rohini,North,2020-11-24,Operations,Logistics Coordinator,Bachelor,90421,Excellent,No,BYJU'S,1975-01-12,
00-12782741,Zarna,Din,Female,902424280386,CSPXA4043V,Maharashtra,Nagpur,West,2023-11-10,Sales,Business Development Executive,PhD,142867,Satisfactory,No,Flipkart,1963-03-03,
00-64727980,Alexander,Patla,Male,779270439716,ZGZHW0075U,Uttar Pradesh,Noida,North,2019-10-06,Customer Service,Help Desk Technician,Bachelor,88589,Good,No,ICICI Bank,1965-10-23,
00-30086834,Krisha,Zachariah,Female,962296716759,AXNYN7359S,Tamil Nadu,Madurai,South,2017-02-22,Operations,Logistics Coordinator,Bachelor,62106,Satisfactory,Yes,Tech Mahindra,1971-06-15,
00-38178352,Onveer,Gole,Male,359843632869,XZVFZ2777F,Karnataka,Mangaluru,South,2023-03-23,IT,Software Engineer,Master,80914,Satisfactory,No,Tech Mahindra,1965-11-21,
00-88093443,Ikshita,Narang,Female,550236147735,HLIPI3191B,Tamil Nadu,Coimbatore,South,2017-09-03,IT,IT Support Specialist,Bachelor,104032,Satisfactory,Yes,L&T,1994-02-11,
00-41685455,Gabriel,Ramaswamy,Male,380569223103,JHIDT0385C,Gujarat,Vadodara,West,2015-09-05,Sales,Sales Specialist,Master,75932,Satisfactory,No,Infosys,1988-06-27,
00-37102556,Jasmit,Aurora,Female,998282237533,HCRBD9313Q,Karnataka,Mysuru,South,2024-10-10,IT,System Administrator,Bachelor,88626,Good,No,Infosys,1978-01-27,
00-95813741,Sara,Cheema,Male,371416475161,NLUWI9265Y,Maharashtra,Pune,West,2016-09-07,Customer Service,Help Desk Technician,High School,57130,Good,No,ICICI Bank,1993-03-17,
00-87323990,Nidhi,Doctor,Male,481205808064,BUROA0550N,Maharashtra,Pune,West,2020-09-24,Customer Service,Support Specialist,Bachelor,119893,Satisfactory,No,HDFC Bank,1975-10-03,
00-48253303,Owen,Bora,Male,542582325556,RREHA3973Q,Karnataka,Mangaluru,South,2018-12-24,Sales,Business Development Executive,Bachelor,68522,Satisfactory,Yes,Wipro,1966-04-25,
00-23327235,Liam,Narang,Female,139202482119,CKSSH6853N,West Bengal,Howrah,East,2022-07-26,IT,IT Manager,PhD,146821,Satisfactory,No,Flipkart,1978-11-01,
00-51600090,Tanmayi,Baral,Female,250468837653,HLYVY8607K,Tamil Nadu,Madurai,South,2016-07-22,Operations,Logistics Coordinator,Bachelor,63108,Satisfactory,No,HDFC Bank,1996-12-10,
00-72053011,Amrita,Keer,Male,489781657273,QDHFH4574H,Maharashtra,Pune,West,2017-06-06,Operations,Logistics Coordinator,Bachelor,132632,Good,No,HCL Technologies,1966-10-25,
00-59397116,Bhavya,Babu,Female,228581137341,OBEAR8605Z,Maharashtra,Nagpur,West,2022-12-13,HR,HR Coordinator,Bachelor,111428,Good,No,BYJU'S,1983-08-25,
00-90653051,Jonathan,Barad,Female,436612651655,XDEKR2335P,Karnataka,Mysuru,South,2019-11-06,Finance,Accounts Executive,Bachelor,126772,Needs Improvement,No,Tech Mahindra,1991-02-13,
00-27485952,Bahadurjit,Karpe,Female,725452299701,UOSQZ8751R,Uttar Pradesh,Lucknow,North,2017-08-30,Operations,Logistics Coordinator,Bachelor,115872,Satisfactory,No,L&T,1976-07-07,
00-23547749,Rachita,Krishna,Male,862337995089,OYTDI4706C,Karnataka,Bengaluru,South,2022-07-04,IT,IT Support Specialist,Bachelor,81073,Good,No,BYJU'S,1989-08-28,
00-37760079,Bishakha,De,Female,762859834023,FULAL1243Y,Uttar Pradesh,Lucknow,North,2020-04-18,Operations,Operations Analyst,Master,100695,Needs Improvement,Yes,ICICI Bank,1985-11-19,
00-81885560,Geetika,Vala,Male,854730742422,OLNXP1215W,Tamil Nadu,Coimbatore,South,2017-07-21,Operations,Logistics Coordinator,Bachelor,88451,Good,Yes,Reliance,1981-04-19,
00-28244705,Dominic,Chad,Male,214043000517,WFIWA7166O,Maharashtra,Nagpur,West,2018-04-14,Customer Service,Help Desk Technician,Bachelor,111951,Satisfactory,Yes,Paytm,1966-04-07,
00-72596959,Siya,Tripathi,Male,589528622035,TAHZH1167C,Gujarat,Surat,West,2020-06-16,Finance,Accounts Executive,Bachelor,113682,Good,No,Tech Mahindra,1982-05-09,
00-70284500,Balendra,Sastry,Male,191259651882,TGZPZ8654L,Tamil Nadu,Coimbatore,South,2023-02-03,IT,IT Manager,PhD,72926,Satisfactory,No,TCS,1980-06-11,
00-16741615,Praneel,Keer,Female,906239466195,DKFJD7285A,Telangana,Warangal,South,2019-11-22,Operations,Logistics Coordinator,Bachelor,81768,Good,No,Reliance,1990-04-23,
00-97117095,Neelima,Sem,Female,161322040071,OZNVB5419N,Uttar Pradesh,Noida,North,2018-05-23,Customer Service,Support Executive,Bachelor,127122,Satisfactory,Yes,L&T,1980-10-09,
00-35781339,Rohan,Zacharia,Female,971052606104,MDOFD8240L,Maharashtra,Nagpur,West,2017-10-07,IT,IT Support Specialist,High School,75281,Satisfactory,Yes,Zomato,2005-06-17,
00-97773778,Rachit,Bal,Male,871487543998,SHTKY2726G,Maharashtra,Pune,West,2019-12-06,Customer Service,Support Executive,High School,79706,Satisfactory,No,Infosys,1972-11-22,
00-86059650,Siya,Maharaj,Male,179693215416,THCZT9503S,Telangana,Hyderabad,South,2023-05-19,Operations,Logistics Coordinator,Bachelor,93120,Excellent,No,Zomato,1998-12-03,
00-85584033,Faras,Bhatt,Female,160490831533,BYLPW4648Y,Karnataka,Bengaluru,South,2017-09-19,Operations,Inventory Specialist,High School,120805,Good,Yes,ICICI Bank,1968-07-02,
00-55619034,Triya,Talwar,Male,261966999870,LPWAU2482P,Maharashtra,Mumbai,West,2023-08-11,Sales,Sales Specialist,Master,61952,Satisfactory,No,HDFC Bank,1978-01-09,
00-66794759,Waida,Rajagopalan,Female,575806431809,YGEMH2840K,Maharashtra,Pune,West,2023-07-17,Sales,Business Development Executive,PhD,65924,Satisfactory,No,HCL Technologies,1971-06-18,
00-76782444,Rajata,Tiwari,Female,726406249452,UBWJC8140I,Maharashtra,Nagpur,West,2024-06-30,Sales,Sales Representative,Bachelor,81179,Needs Improvement,No,Ola Cabs,1973-08-17,
00-38892536,Mitesh,Dayal,Female,147437626895,XRWIE8395A,West Bengal,Asansol,East,2024-04-26,Customer Service,Support Executive,High School,118119,Excellent,No,Ola Cabs,1982-06-29,
00-38255791,Rohan,Tak,Male,184944522414,VFIYA3076Q,Maharashtra,Nagpur,West,2016-12-28,Marketing,SEO Specialist,High School,60162,Satisfactory,Yes,Reliance,1997-09-08,
00-58508660,Balvan,Wali,Male,333941884643,RCATO3556T,Tamil Nadu,Coimbatore,South,2021-04-26,Sales,Sales Representative,Bachelor,76183,Satisfactory,Yes,TCS,1973-08-23,
00-50127390,Aadi,Rastogi,Female,474322330872,HEDZU4706P,Delhi,Rohini,North,2024-08-22,Customer Service,Support Specialist,High School,73513,Satisfactory,Yes,BYJU'S,1978-04-15,
00-60748569,Wazir,Pillay,Female,488088283103,KKVQV7779Z,Tamil Nadu,Chennai,South,2023-01-19,Customer Service,Help Desk Technician,High School,78653,Satisfactory,No,Tech Mahindra,2002-08-26,
00-79194105,Amruta,Balan,Female,937809319342,ZVJPX2806N,Maharashtra,Nagpur,West,2017-08-30,Sales,Sales Manager,Master,110656,Satisfactory,Yes,Wipro,1989-03-03,
00-71237884,Jalsa,Ramakrishnan,Female,670243002923,ECIFT3662O,West Bengal,Howrah,East,2022-05-19,Finance,Financial Analyst,Master,113397,Good,No,Ola Cabs,2000-02-26,
00-26876684,Garima,Shan,Female,734716960304,EUMTJ2724S,Maharashtra,Pune,West,2022-07-27,Operations,Logistics Coordinator,Bachelor,122514,Good,Yes,Ola Cabs,1977-06-24,
00-94504736,Azaan,Dash,Female,525092743106,ROBCI4608Q,West Bengal,Asansol,East,2023-03-03,Customer Service,Help Desk Technician,High School,98646,Good,No,TCS,1992-02-25,
00-60298694,Patrick,Oommen,Female,832554818093,VXKQU4539L,Gujarat,Surat,West,2022-11-07,Operations,Inventory Specialist,High School,104755,Good,No,Zomato,1965-10-09,
00-21058859,Amrita,Krishnamurthy,Female,716294053398,KWMLO4901N,Tamil Nadu,Madurai,South,2021-03-08,IT,IT Support Specialist,High School,63493,Good,No,Reliance,1987-01-24,
00-14703652,Maya,Sharma,Male,725021748610,PBZMM7580D,Delhi,Rohini,North,2016-08-04,Operations,Operations Analyst,Master,73568,Excellent,No,ICICI Bank,1980-08-23,
00-10614040,Rohan,Dey,Male,684684381100,JYTVB8874L,Tamil Nadu,Chennai,South,2017-05-09,Marketing,Digital Marketing Associate,Bachelor,144301,Good,Yes,Ola Cabs,1969-05-29,
00-91820930,Chaitaly,Grewal,Female,688530962097,EWLND0832R,Karnataka,Mysuru,South,2020-08-20,Marketing,Digital Marketing Associate,Bachelor,124824,Good,No,HDFC Bank,1987-09-24,
00-80071112,Kiaan,Walia,Male,914936312588,KFFSL8276T,Gujarat,Ahmedabad,West,2015-09-27,HR,HR Assistant,High School,68016,Good,No,Zomato,2001-09-17,
00-73338041,Amruta,Raman,Male,344427096896,RUNPE8878E,Gujarat,Surat,West,2017-10-30,Sales,Business Development Executive,Master,100326,Good,No,Tech Mahindra,2004-12-28,
00-85712238,Tristan,Hayer,Male,762934931906,CFXNK4034C,Karnataka,Mangaluru,South,2016-07-18,Sales,Sales Specialist,Master,112516,Good,No,HCL Technologies,1973-01-23,
00-80173601,Harshil,Oak,Female,963784354876,SWFHP8768X,Delhi,Dwarka,North,2023-05-28,Sales,Sales Specialist,Bachelor,70047,Good,No,BYJU'S,1977-10-10,
00-90542539,Abha,Buch,Female,827072116228,MYQGG2612R,Uttar Pradesh,Kanpur,North,2018-09-07,Customer Service,Support Specialist,High School,97935,Good,No,L&T,1987-06-27,
00-76139490,Falak,Grover,Female,365611274061,IGQNN4732M,Uttar Pradesh,Noida,North,2016-07-13,Sales,Sales Representative,Bachelor,79355,Good,No,Ola Cabs,1973-03-07,
00-91751731,Geetika,Subramanian,Male,841143748153,FZIBR2484X,Tamil Nadu,Chennai,South,2024-03-05,Sales,Business Development Executive,Master,116937,Good,Yes,BYJU'S,1990-07-27,
00-52816847,Hemal,Ramachandran,Male,590093012175,AJCVE7921D,Tamil Nadu,Chennai,South,2020-03-02,HR,HR Coordinator,Master,123005,Good,Yes,Reliance,1983-01-07,
00-86501953,Onveer,Raval,Female,836503889848,UXRRX4054C,Karnataka,Mangaluru,South,2019-12-11,Operations,Operations Manager,Master,118557,Excellent,No,HDFC Bank,1966-12-30,
00-46587549,Timothy,Kapadia,Male,609861307473,LYEHJ9123K,Uttar Pradesh,Lucknow,North,2023-05-05,Operations,Inventory Specialist,Bachelor,95756,Good,Yes,HCL Technologies,1966-10-21,
00-39742773,Kala,Chaudry,Male,512376352936,IVPIX2893N,Maharashtra,Nagpur,West,2022-03-23,Sales,Sales Representative,Bachelor,126760,Good,No,Wipro,1992-05-22,
00-14893001,Yamini,Cherian,Male,375825143416,FXZAO1903Z,Delhi,Rohini,North,2021-07-23,Sales,Sales Representative,Bachelor,99656,Satisfactory,No,Zomato,1976-01-10,
00-17634284,Mahika,Pingle,Female,673696872747,JZZZN4680E,Karnataka,Mangaluru,South,2018-05-14,Operations,Logistics Coordinator,Bachelor,83625,Satisfactory,No,HCL Technologies,2003-10-31,
00-87393320,Vrishti,Venkataraman,Male,425588440492,KTVFH2497P,Karnataka,Mysuru,South,2019-04-06,Operations,Logistics Coordinator,Bachelor,105365,Good,No,L&T,1993-01-03,
00-12771489,Libni,Nair,Female,616413171118,IRICR2523U,Tamil Nadu,Madurai,South,2017-01-06,Sales,Business Development Executive,Master,92204,Good,No,L&T,1965-07-22,
00-28575376,Ekani,Sura,Female,155782629759,NOCXC3125K,Uttar Pradesh,Lucknow,North,2016-10-09,Operations,Inventory Specialist,High School,91156,Satisfactory,Yes,Ola Cabs,1977-10-08,
00-76281594,Bhavna,Lal,Male,660375142085,QLXFQ5339G,Maharashtra,Pune,West,2017-03-23,Finance,Accounts Executive,Bachelor,78455,Good,Yes,Ola Cabs,1974-11-01,
00-21855917,Rishi,Mohan,Female,903658448435,OZWIN6914S,Delhi,New Delhi,North,2022-08-17,Sales,Sales Specialist,Bachelor,114614,Satisfactory,No,Flipkart,1994-02-02,
00-58870906,Jagdish,Vala,Female,433493229060,NPPIJ2725F,Maharashtra,Nagpur,West,2023-10-28,IT,System Administrator,Master,72550,Excellent,No,TCS,1993-03-11,
00-96446049,Falan,Chowdhury,Male,711998004149,OUUUM5019T,Maharashtra,Nagpur,West,2023-11-29,Finance,Accounts Executive,Bachelor,93669,Good,No,Flipkart,2003-06-02,
00-35951597,Veda,Gala,Male,236791508321,HSSLV7537O,Tamil Nadu,Chennai,South,2017-01-18,Customer Service,Help Desk Technician,Bachelor,124006,Good,No,Reliance,1976-10-30,
00-85166807,Gauri,Keer,Female,958259823772,CODTF9566F,Tamil Nadu,Coimbatore,South,2019-04-08,Sales,Sales Specialist,Master,107157,Satisfactory,No,Reliance,1976-04-12,
00-27746635,Baljiwan,Chadha,Male,651162800956,MBHHH1879O,Karnataka,Bengaluru,South,2016-11-02,Operations,Operations Analyst,Bachelor,123677,Satisfactory,No,BYJU'S,1994-03-02,
00-59215259,Shivansh,Ramesh,Female,412100082074,QTHLM3188L,Karnataka,Mangaluru,South,2021-04-22,Customer Service,Support Executive,Bachelor,69505,Good,No,TCS,1985-02-26,
00-75897545,Eshana,Memon,Female,575197735225,DNCIX1609Z,Maharashtra,Pune,West,2017-06-15,Sales,Sales Representative,Bachelor,121442,Needs Improvement,No,TCS,2004-03-03,
00-62531842,Eta,Narang,Male,373334688036,QEVPK3960Y,Karnataka,Mangaluru,South,2023-03-15,Sales,Sales Representative,Bachelor,76449,Excellent,Yes,Tech Mahindra,1990-04-18,
00-68108330,Tarak,Ghose,Female,649317489684,BIYGA7313B,Uttar Pradesh,Kanpur,North,2023-05-14,Marketing,Digital Marketing Associate,Bachelor,67374,Needs Improvement,No,HCL Technologies,1973-11-16,
00-37981068,Tanish,Saini,Male,751725728369,GMYXI8967H,Uttar Pradesh,Lucknow,North,2024-06-22,Sales,Sales Specialist,Bachelor,71116,Good,Yes,Reliance,1978-04-22,
00-75120599,Gunbir,Khanna,Male,936837205251,BDNSZ9950O,Karnataka,Mangaluru,South,2017-10-18,Sales,Business Development Executive,Bachelor,105790,Satisfactory,No,Wipro,1997-01-03,
00-96724661,Sara,Nadig,Male,977946411977,CHUWS3952Z,Delhi,New Delhi,North,2017-01-17,Finance,Financial Analyst,PhD,62585,Satisfactory,No,Tech Mahindra,1982-01-24,
00-26868806,Amaira,Doctor,Female,128224051649,LTJHR0493A,Gujarat,Surat,West,2015-09-11,Marketing,Digital Marketing Associate,Bachelor,55163,Satisfactory,No,Tech Mahindra,1986-07-05,
00-86278196,Ikbal,Mander,Male,275687877991,FHDIO6291E,Maharashtra,Nagpur,West,2018-12-12,Sales,Business Development Executive,PhD,123795,Excellent,Yes,BYJU'S,1992-05-23,
00-73490243,Gagan,Banik,Female,231539792944,VFZLM4131R,West Bengal,Asansol,East,2018-10-10,Sales,Sales Specialist,Master,114711,Satisfactory,No,TCS,1969-11-04,
00-61464766,Peter,Shan,Male,213454480730,CANKJ9082L,Uttar Pradesh,Noida,North,2023-05-20,Sales,Sales Representative,Bachelor,143328,Needs Improvement,No,Ola Cabs,1966-05-10,
00-63071693,Jairaj,Viswanathan,Male,625118716501,OGLGA2272B,Maharashtra,Mumbai,West,2017-06-22,Operations,Logistics Coordinator,Bachelor,77800,Excellent,No,Paytm,2004-08-21,
00-36495890,Darpan,Deep,Female,991595812978,PNLTT9543F,Maharashtra,Nagpur,West,2024-10-03,Customer Service,Support Specialist,High School,74929,Good,Yes,L&T,1969-11-25,
00-16871809,Abeer,Magar,Female,605801528331,CYZWP5316Q,Uttar Pradesh,Noida,North,2023-05-12,HR,Recruiter,Bachelor,128626,Satisfactory,No,Zomato,1967-04-03,
00-52395379,Wahab,Varkey,Female,100746546832,MIZTQ9335S,Delhi,Rohini,North,2022-07-11,IT,Software Engineer,Master,64313,Excellent,Yes,TCS,2005-02-26,
00-64628394,Ijaya,Ratti,Male,524367569509,ZVALT4212G,Maharashtra,Mumbai,West,2020-02-29,Customer Service,Help Desk Technician,High School,116708,Good,No,ICICI Bank,1981-10-07,
00-91946282,Laksh,Narayanan,Female,366083866284,QKLRQ6574U,Karnataka,Bengaluru,South,2016-07-22,Operations,Logistics Coordinator,Bachelor,55361,Satisfactory,No,L&T,1995-10-05,
00-30429661,Priya,Saha,Male,725772651165,SLBFH3986C,Tamil Nadu,Chennai,South,2024-01-22,Marketing,Digital Marketing Associate,Bachelor,79188,Satisfactory,No,ICICI Bank,1995-02-08,
00-41478945,Ekta,Toor,Male,696029594656,ZAVUF6634K,Telangana,Hyderabad,South,2016-05-31,Marketing,Digital Marketing Associate,Bachelor,142171,Good,No,Zomato,1967-09-20,
00-72103107,Shivani,Yohannan,Male,250625565882,NWAIO7180M,West Bengal,Howrah,East,2022-06-10,Sales,Sales Specialist,Master,108066,Satisfactory,No,Wipro,1983-12-02,
